Commodity_Desc,Attribute_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All Wheat","Import estimates","1,000 bushels","2018/19","Mar",12172.2954616429
"Soft red winter","Import estimates","1,000 bushels","2018/19","Mar",297.349485375075
"Soft red winter","Import estimates","1,000 bushels","2018/19","May",148.336898144925
"All Wheat","Import estimates","1,000 bushels","2018/19","May",7585.50767264753
"Hard red spring","Import estimates","1,000 bushels","2018/19","May",3141.96416002595
"White","Import estimates","1,000 bushels","2018/19","May",457.423204188647
"Durum","Import estimates","1,000 bushels","2018/19","May",3184.87833886972
"Hard red winter","Import estimates","1,000 bushels","2018/19","May",652.905071418295
"Hard red winter","Import estimates","1,000 bushels","2018/19","MY Jun-May",4866.01712630982
"Durum","Import estimates","1,000 bushels","2018/19","MY Jun-May",52003.5481549147
"Hard red spring","Import estimates","1,000 bushels","2018/19","MY Jun-May",67320.0803814154
"All Wheat","Import estimates","1,000 bushels","2018/19","MY Jun-May",134566.479634157
"Soft red winter","Import estimates","1,000 bushels","2018/19","MY Jun-May",4646.48845323653
"White","Import estimates","1,000 bushels","2018/19","MY Jun-May",5730.34551828104
"White","Import estimates","1,000 bushels","2018/19","Nov",453.222344996072
"Soft red winter","Import estimates","1,000 bushels","2018/19","Nov",200.75631485595
"All Wheat","Import estimates","1,000 bushels","2018/19","Nov",9320.81535350116
"Hard red spring","Import estimates","1,000 bushels","2018/19","Nov",4270.69610898255
"Durum","Import estimates","1,000 bushels","2018/19","Nov",4223.81321730238
"Hard red winter","Import estimates","1,000 bushels","2018/19","Nov",172.327367364212
"Hard red winter","Import estimates","1,000 bushels","2018/19","Oct",1514.15910372494
"Durum","Import estimates","1,000 bushels","2018/19","Oct",5025.4159902934
"Hard red spring","Import estimates","1,000 bushels","2018/19","Oct",4175.69095638098
"All Wheat","Import estimates","1,000 bushels","2018/19","Oct",11345.0607883697
"Soft red winter","Import estimates","1,000 bushels","2018/19","Oct",121.753382350425
"White","Import estimates","1,000 bushels","2018/19","Oct",508.041355619995
"White","Import estimates","1,000 bushels","2018/19","Q1 Jun-Aug",1541.19996780219
"Soft red winter","Import estimates","1,000 bushels","2018/19","Q1 Jun-Aug",1760.4493466889
"All Wheat","Import estimates","1,000 bushels","2018/19","Q1 Jun-Aug",40886.2121323875
"Hard red spring","Import estimates","1,000 bushels","2018/19","Q1 Jun-Aug",21207.3346627394
"Durum","Import estimates","1,000 bushels","2018/19","Q1 Jun-Aug",15947.0589490334
"Hard red winter","Import estimates","1,000 bushels","2018/19","Q1 Jun-Aug",430.169206123616
"Hard red winter","Import estimates","1,000 bushels","2018/19","Q2 Sep-Nov",1761.16104254248
"Durum","Import estimates","1,000 bushels","2018/19","Q2 Sep-Nov",13178.1541922703
"Hard red spring","Import estimates","1,000 bushels","2018/19","Q2 Sep-Nov",13899.6974782856
"All Wheat","Import estimates","1,000 bushels","2018/19","Q2 Sep-Nov",31247.8437193512
"Soft red winter","Import estimates","1,000 bushels","2018/19","Q2 Sep-Nov",971.943222531225
"White","Import estimates","1,000 bushels","2018/19","Q2 Sep-Nov",1436.8877837216
"White","Import estimates","1,000 bushels","2018/19","Q3 Dec-Feb",1383.46326970465
"Soft red winter","Import estimates","1,000 bushels","2018/19","Q3 Dec-Feb",1043.8217169534
"All Wheat","Import estimates","1,000 bushels","2018/19","Q3 Dec-Feb",32061.0890130598
"Hard red spring","Import estimates","1,000 bushels","2018/19","Q3 Dec-Feb",16027.6665592285
"Durum","Import estimates","1,000 bushels","2018/19","Q3 Dec-Feb",11703.6804307169
"Hard red winter","Import estimates","1,000 bushels","2018/19","Q3 Dec-Feb",1902.4570364564
"Hard red winter","Import estimates","1,000 bushels","2018/19","Q4 Mar-May",772.229841187319
"Durum","Import estimates","1,000 bushels","2018/19","Q4 Mar-May",11174.6545828941
"Hard red spring","Import estimates","1,000 bushels","2018/19","Q4 Mar-May",16185.3816811619
"All Wheat","Import estimates","1,000 bushels","2018/19","Q4 Mar-May",30371.3347693589
"Soft red winter","Import estimates","1,000 bushels","2018/19","Q4 Mar-May",870.274167063
"White","Import estimates","1,000 bushels","2018/19","Q4 Mar-May",1368.79449705261
"White","Import estimates","1,000 bushels","2018/19","Sep",475.624083105531
"Soft red winter","Import estimates","1,000 bushels","2018/19","Sep",649.43352532485
"All Wheat","Import estimates","1,000 bushels","2018/19","Sep",10581.9675774803
"Hard red spring","Import estimates","1,000 bushels","2018/19","Sep",5453.31041292207
"Durum","Import estimates","1,000 bushels","2018/19","Sep",3928.92498467449
"Hard red winter","Import estimates","1,000 bushels","2018/19","Sep",74.6745714533244
"Hard red winter","Import estimates","1,000 bushels","2019/20","Apr",50.0822857333871
"Durum","Import estimates","1,000 bushels","2019/20","Apr",4718.47257149408
"White","Import estimates","1,000 bushels","2019/20","Apr",569.347607554149
"Hard red spring","Import estimates","1,000 bushels","2019/20","Apr",5931.657994832
"All Wheat","Import estimates","1,000 bushels","2019/20","Apr",11505.936062134
"Soft red winter","Import estimates","1,000 bushels","2019/20","Apr",236.3756025204
"Soft red winter","Import estimates","1,000 bushels","2019/20","Aug",477.510497084775
"All Wheat","Import estimates","1,000 bushels","2019/20","Aug",7590.1365938441
"Hard red spring","Import estimates","1,000 bushels","2019/20","Aug",4154.60080220651
"White","Import estimates","1,000 bushels","2019/20","Aug",439.056083147664
"Durum","Import estimates","1,000 bushels","2019/20","Aug",2437.48660461026
"Hard red winter","Import estimates","1,000 bushels","2019/20","Aug",81.4826067948944
"Hard red winter","Import estimates","1,000 bushels","2019/20","Dec",28.7757027661234
"Durum","Import estimates","1,000 bushels","2019/20","Dec",3337.15619796184
"White","Import estimates","1,000 bushels","2019/20","Dec",444.149204004255
"Hard red spring","Import estimates","1,000 bushels","2019/20","Dec",4936.97192072211
"All Wheat","Import estimates","1,000 bushels","2019/20","Dec",9031.98515194697
"Soft red winter","Import estimates","1,000 bushels","2019/20","Dec",284.93212649265
"Soft red winter","Import estimates","1,000 bushels","2019/20","Feb",130.5969938553
"All Wheat","Import estimates","1,000 bushels","2019/20","Feb",7216.42467981611
"Hard red spring","Import estimates","1,000 bushels","2019/20","Feb",3360.11559372763
"White","Import estimates","1,000 bushels","2019/20","Feb",395.719983981979
"Durum","Import estimates","1,000 bushels","2019/20","Feb",3295.97200769623
"Hard red winter","Import estimates","1,000 bushels","2019/20","Feb",34.0201005549712
"Hard red winter","Import estimates","1,000 bushels","2019/20","Jan",223.011866566529
"Durum","Import estimates","1,000 bushels","2019/20","Jan",4553.54718473117
"White","Import estimates","1,000 bushels","2019/20","Jan",435.003163444031
"Hard red spring","Import estimates","1,000 bushels","2019/20","Jan",6257.47414806474
"All Wheat","Import estimates","1,000 bushels","2019/20","Jan",12066.1523157708
"Soft red winter","Import estimates","1,000 bushels","2019/20","Jan",597.1159529643
"Soft red winter","Import estimates","1,000 bushels","2019/20","Jul",114.5588832171
"All Wheat","Import estimates","1,000 bushels","2019/20","Jul",7328.77107772709
"Hard red spring","Import estimates","1,000 bushels","2019/20","Jul",3051.05836237204
"White","Import estimates","1,000 bushels","2019/20","Jul",448.079292015891
"Durum","Import estimates","1,000 bushels","2019/20","Jul",3651.00862848102
"Hard red winter","Import estimates","1,000 bushels","2019/20","Jul",64.0659116410352
"Hard red winter","Import estimates","1,000 bushels","2019/20","Jun",68.0979540578758
"Durum","Import estimates","1,000 bushels","2019/20","Jun",2948.15134706476
"White","Import estimates","1,000 bushels","2019/20","Jun",350.859730741579
"Hard red spring","Import estimates","1,000 bushels","2019/20","Jun",4483.03818546944
"All Wheat","Import estimates","1,000 bushels","2019/20","Jun",8268.57620560115
"Soft red winter","Import estimates","1,000 bushels","2019/20","Jun",418.4289882675
"Soft red winter","Import estimates","1,000 bushels","2019/20","Mar",139.7948238141
"All Wheat","Import estimates","1,000 bushels","2019/20","Mar",9827.31601568339
"Hard red spring","Import estimates","1,000 bushels","2019/20","Mar",4341.05452007966
"White","Import estimates","1,000 bushels","2019/20","Mar",511.477639222719
"Durum","Import estimates","1,000 bushels","2019/20","Mar",4729.36546623347
"Hard red winter","Import estimates","1,000 bushels","2019/20","Mar",105.62356633345
"Hard red winter","Import estimates","1,000 bushels","2019/20","May",35.6342110733777
"Durum","Import estimates","1,000 bushels","2019/20","May",3611.80755518806
"White","Import estimates","1,000 bushels","2019/20","May",650.128738834987
"Hard red spring","Import estimates","1,000 bushels","2019/20","May",3989.47494175025
"All Wheat","Import estimates","1,000 bushels","2019/20","May",8602.156928661
"Soft red winter","Import estimates","1,000 bushels","2019/20","May",315.111481814325
"Soft red winter","Import estimates","1,000 bushels","2019/20","MY Jun-May",3538.3813458378
"All Wheat","Import estimates","1,000 bushels","2019/20","MY Jun-May",103919.558120943
"Hard red spring","Import estimates","1,000 bushels","2019/20","MY Jun-May",52231.0466174118
"White","Import estimates","1,000 bushels","2019/20","MY Jun-May",5539.50052647105
"Durum","Import estimates","1,000 bushels","2019/20","MY Jun-May",40724.2761309822
"Hard red winter","Import estimates","1,000 bushels","2019/20","MY Jun-May",1886.35350024025
"Hard red winter","Import estimates","1,000 bushels","2019/20","Nov",50.3074903767911
"Durum","Import estimates","1,000 bushels","2019/20","Nov",2998.56794368186
"White","Import estimates","1,000 bushels","2019/20","Nov",410.278053930108
"Hard red spring","Import estimates","1,000 bushels","2019/20","Nov",3710.5467437318
"All Wheat","Import estimates","1,000 bushels","2019/20","Nov",7319.67166417406
"Soft red winter","Import estimates","1,000 bushels","2019/20","Nov",149.9714324535
"Soft red winter","Import estimates","1,000 bushels","2019/20","Oct",243.9379703922
"All Wheat","Import estimates","1,000 bushels","2019/20","Oct",7855.20205468597
"Hard red spring","Import estimates","1,000 bushels","2019/20","Oct",3654.43653323485
"White","Import estimates","1,000 bushels","2019/20","Oct",482.10325592106
"Durum","Import estimates","1,000 bushels","2019/20","Oct",2772.05337547005
"Hard red winter","Import estimates","1,000 bushels","2019/20","Oct",702.670919667816
"Hard red winter","Import estimates","1,000 bushels","2019/20","Q1 Jun-Aug",213.646472493805
"Durum","Import estimates","1,000 bushels","2019/20","Q1 Jun-Aug",9036.64658015604
"White","Import estimates","1,000 bushels","2019/20","Q1 Jun-Aug",1237.99510590513
"Hard red spring","Import estimates","1,000 bushels","2019/20","Q1 Jun-Aug",11688.697350048
"All Wheat","Import estimates","1,000 bushels","2019/20","Q1 Jun-Aug",23187.4838771723
"Soft red winter","Import estimates","1,000 bushels","2019/20","Q1 Jun-Aug",1010.49836856938
"Soft red winter","Import estimates","1,000 bushels","2019/20","Q2 Sep-Nov",823.95599580735
"All Wheat","Import estimates","1,000 bushels","2019/20","Q2 Sep-Nov",22482.1030897585
"Hard red spring","Import estimates","1,000 bushels","2019/20","Q2 Sep-Nov",11725.6001481875
"White","Import estimates","1,000 bushels","2019/20","Q2 Sep-Nov",1295.67908352379
"Durum","Import estimates","1,000 bushels","2019/20","Q2 Sep-Nov",7441.30856752133
"Hard red winter","Import estimates","1,000 bushels","2019/20","Q2 Sep-Nov",1195.55929471861
"Hard red winter","Import estimates","1,000 bushels","2019/20","Q3 Dec-Feb",285.807669887623
"Durum","Import estimates","1,000 bushels","2019/20","Q3 Dec-Feb",11186.6753903892
"White","Import estimates","1,000 bushels","2019/20","Q3 Dec-Feb",1274.87235143027
"Hard red spring","Import estimates","1,000 bushels","2019/20","Q3 Dec-Feb",14554.5616625145
"All Wheat","Import estimates","1,000 bushels","2019/20","Q3 Dec-Feb",28314.5621475338
"Soft red winter","Import estimates","1,000 bushels","2019/20","Q3 Dec-Feb",1012.64507331225
"Soft red winter","Import estimates","1,000 bushels","2019/20","Q4 Mar-May",691.281908148825
"All Wheat","Import estimates","1,000 bushels","2019/20","Q4 Mar-May",29935.4090064784
"Hard red spring","Import estimates","1,000 bushels","2019/20","Q4 Mar-May",14262.1874566619
"White","Import estimates","1,000 bushels","2019/20","Q4 Mar-May",1730.95398561185
"Durum","Import estimates","1,000 bushels","2019/20","Q4 Mar-May",13059.6455929156
"Hard red winter","Import estimates","1,000 bushels","2019/20","Q4 Mar-May",191.340063140215
"Hard red winter","Import estimates","1,000 bushels","2019/20","Sep",442.580884673999
"Durum","Import estimates","1,000 bushels","2019/20","Sep",1670.68724836942
"White","Import estimates","1,000 bushels","2019/20","Sep",403.297773672626
"Hard red spring","Import estimates","1,000 bushels","2019/20","Sep",4360.6168712208
"All Wheat","Import estimates","1,000 bushels","2019/20","Sep",7307.2293708985
"Soft red winter","Import estimates","1,000 bushels","2019/20","Sep",430.04659296165
"Soft red winter","Import estimates","1,000 bushels","2020/21","Apr",130.34362767195
"All Wheat","Import estimates","1,000 bushels","2020/21","Apr",6779.66602917683
"Hard red spring","Import estimates","1,000 bushels","2020/21","Apr",2353.76932262891
"White","Import estimates","1,000 bushels","2020/21","Apr",536.417626000063
"Durum","Import estimates","1,000 bushels","2020/21","Apr",2847.80346672998
"Hard red winter","Import estimates","1,000 bushels","2020/21","Apr",911.331986145931
"Hard red winter","Import estimates","1,000 bushels","2020/21","Aug",49.6512051585611
"Durum","Import estimates","1,000 bushels","2020/21","Aug",3328.44597484325
"White","Import estimates","1,000 bushels","2020/21","Aug",701.875937865202
"Hard red spring","Import estimates","1,000 bushels","2020/21","Aug",4911.82524991723
"All Wheat","Import estimates","1,000 bushels","2020/21","Aug",9889.80907713367
"Soft red winter","Import estimates","1,000 bushels","2020/21","Aug",898.010709349425
"Soft red winter","Import estimates","1,000 bushels","2020/21","Dec",398.614920484725
"All Wheat","Import estimates","1,000 bushels","2020/21","Dec",8021.81983162248
"Hard red spring","Import estimates","1,000 bushels","2020/21","Dec",3378.85516297436
"White","Import estimates","1,000 bushels","2020/21","Dec",575.683628074844
"Durum","Import estimates","1,000 bushels","2020/21","Dec",3230.59128562266
"Hard red winter","Import estimates","1,000 bushels","2020/21","Dec",438.074834465895
"Hard red winter","Import estimates","1,000 bushels","2020/21","Feb",334.365326291338
"Durum","Import estimates","1,000 bushels","2020/21","Feb",2562.40591835618
"White","Import estimates","1,000 bushels","2020/21","Feb",489.771510977689
"Hard red spring","Import estimates","1,000 bushels","2020/21","Feb",2578.0821589192
"All Wheat","Import estimates","1,000 bushels","2020/21","Feb",6130.49326996886
"Soft red winter","Import estimates","1,000 bushels","2020/21","Feb",165.86835542445
"Soft red winter","Import estimates","1,000 bushels","2020/21","Jan",225.0504225627
"All Wheat","Import estimates","1,000 bushels","2020/21","Jan",7718.45482425199
"Hard red spring","Import estimates","1,000 bushels","2020/21","Jan",3460.98450954394
"White","Import estimates","1,000 bushels","2020/21","Jan",528.12038306931
"Durum","Import estimates","1,000 bushels","2020/21","Jan",3064.845468638
"Hard red winter","Import estimates","1,000 bushels","2020/21","Jan",439.454040438041
"Hard red winter","Import estimates","1,000 bushels","2020/21","Jul",51.2309961998952
"Durum","Import estimates","1,000 bushels","2020/21","Jul",4408.0130444429
"White","Import estimates","1,000 bushels","2020/21","Jul",720.156515054942
"Hard red spring","Import estimates","1,000 bushels","2020/21","Jul",5523.69167417756
"All Wheat","Import estimates","1,000 bushels","2020/21","Jul",11264.2950282485
"Soft red winter","Import estimates","1,000 bushels","2020/21","Jul",561.202798373175
"Soft red winter","Import estimates","1,000 bushels","2020/21","Jun",241.075626976275
"All Wheat","Import estimates","1,000 bushels","2020/21","Jun",8548.88805929571
"Hard red spring","Import estimates","1,000 bushels","2020/21","Jun",3658.2656329917
"White","Import estimates","1,000 bushels","2020/21","Jun",677.680248510907
"Durum","Import estimates","1,000 bushels","2020/21","Jun",3931.96539556956
"Hard red winter","Import estimates","1,000 bushels","2020/21","Jun",39.9011552472649
"Hard red winter","Import estimates","1,000 bushels","2020/21","Mar",560.371885500294
"Durum","Import estimates","1,000 bushels","2020/21","Mar",3612.7487769953
"White","Import estimates","1,000 bushels","2020/21","Mar",477.375241162455
"Hard red spring","Import estimates","1,000 bushels","2020/21","Mar",2502.59800480799
"All Wheat","Import estimates","1,000 bushels","2020/21","Mar",7336.37245777409
"Soft red winter","Import estimates","1,000 bushels","2020/21","Mar",183.27854930805
"Soft red winter","Import estimates","1,000 bushels","2020/21","May",292.334962404975
"All Wheat","Import estimates","1,000 bushels","2020/21","May",6667.07037599411
"Hard red spring","Import estimates","1,000 bushels","2020/21","May",3188.10642790975
"White","Import estimates","1,000 bushels","2020/21","May",489.760018516893
"Durum","Import estimates","1,000 bushels","2020/21","May",2271.54697273801
"Hard red winter","Import estimates","1,000 bushels","2020/21","May",425.321994424486
"Hard red winter","Import estimates","1,000 bushels","2020/21","MY Jun-May",4111.76894545599
"Durum","Import estimates","1,000 bushels","2020/21","MY Jun-May",37370.0489792323
"White","Import estimates","1,000 bushels","2020/21","MY Jun-May",6980.89322030528
"Hard red spring","Import estimates","1,000 bushels","2020/21","MY Jun-May",46818.324211756
"All Wheat","Import estimates","1,000 bushels","2020/21","MY Jun-May",100164.966596529
"Soft red winter","Import estimates","1,000 bushels","2020/21","MY Jun-May",4883.93123977973
"Soft red winter","Import estimates","1,000 bushels","2020/21","Nov",453.4831394541
"All Wheat","Import estimates","1,000 bushels","2020/21","Nov",9977.54200547016
"Hard red spring","Import estimates","1,000 bushels","2020/21","Nov",5560.17510157174
"White","Import estimates","1,000 bushels","2020/21","Nov",610.831393728598
"Durum","Import estimates","1,000 bushels","2020/21","Nov",2722.81705246585
"Hard red winter","Import estimates","1,000 bushels","2020/21","Nov",630.235318249869
"Hard red winter","Import estimates","1,000 bushels","2020/21","Oct",52.9917889357511
"Durum","Import estimates","1,000 bushels","2020/21","Oct",2932.35043375416
"White","Import estimates","1,000 bushels","2020/21","Oct",604.186787486208
"Hard red spring","Import estimates","1,000 bushels","2020/21","Oct",4472.77045333975
"All Wheat","Import estimates","1,000 bushels","2020/21","Oct",8447.2696477493
"Soft red winter","Import estimates","1,000 bushels","2020/21","Oct",384.970184233425
"Soft red winter","Import estimates","1,000 bushels","2020/21","Q1 Jun-Aug",1700.28913469888
"All Wheat","Import estimates","1,000 bushels","2020/21","Q1 Jun-Aug",29702.9921646778
"Hard red spring","Import estimates","1,000 bushels","2020/21","Q1 Jun-Aug",14093.7825570865
"White","Import estimates","1,000 bushels","2020/21","Q1 Jun-Aug",2099.71270143105
"Durum","Import estimates","1,000 bushels","2020/21","Q1 Jun-Aug",11668.4244148557
"Hard red winter","Import estimates","1,000 bushels","2020/21","Q1 Jun-Aug",140.783356605721
"Hard red winter","Import estimates","1,000 bushels","2020/21","Q2 Sep-Nov",862.065521584289
"Durum","Import estimates","1,000 bushels","2020/21","Q2 Sep-Nov",8111.68267529645
"White","Import estimates","1,000 bushels","2020/21","Q2 Sep-Nov",1784.05211107298
"Hard red spring","Import estimates","1,000 bushels","2020/21","Q2 Sep-Nov",15262.1460678854
"All Wheat","Import estimates","1,000 bushels","2020/21","Q2 Sep-Nov",27808.0976430631
"Soft red winter","Import estimates","1,000 bushels","2020/21","Q2 Sep-Nov",1788.151267224
"Soft red winter","Import estimates","1,000 bushels","2020/21","Q3 Dec-Feb",789.533698471875
"All Wheat","Import estimates","1,000 bushels","2020/21","Q3 Dec-Feb",21870.7679258433
"Hard red spring","Import estimates","1,000 bushels","2020/21","Q3 Dec-Feb",9417.92183143749
"White","Import estimates","1,000 bushels","2020/21","Q3 Dec-Feb",1593.57552212184
"Durum","Import estimates","1,000 bushels","2020/21","Q3 Dec-Feb",8857.84267261684
"Hard red winter","Import estimates","1,000 bushels","2020/21","Q3 Dec-Feb",1211.89420119527
"Hard red winter","Import estimates","1,000 bushels","2020/21","Q4 Mar-May",1897.02586607071
"Durum","Import estimates","1,000 bushels","2020/21","Q4 Mar-May",8732.0992164633
"White","Import estimates","1,000 bushels","2020/21","Q4 Mar-May",1503.55288567941
"Hard red spring","Import estimates","1,000 bushels","2020/21","Q4 Mar-May",8044.47375534664
"All Wheat","Import estimates","1,000 bushels","2020/21","Q4 Mar-May",20783.108862945
"Soft red winter","Import estimates","1,000 bushels","2020/21","Q4 Mar-May",605.957139384975
"Soft red winter","Import estimates","1,000 bushels","2020/21","Sep",949.697943536475
"All Wheat","Import estimates","1,000 bushels","2020/21","Sep",9383.28598984363
"Hard red spring","Import estimates","1,000 bushels","2020/21","Sep",5229.20051297387
"White","Import estimates","1,000 bushels","2020/21","Sep",569.033929858173
"Durum","Import estimates","1,000 bushels","2020/21","Sep",2456.51518907644
"Hard red winter","Import estimates","1,000 bushels","2020/21","Sep",178.838414398669
"Hard red winter","Import estimates","1,000 bushels","2021/22","Apr",45.5046779422537
"Durum","Import estimates","1,000 bushels","2021/22","Apr",4119.47808740651
"White","Import estimates","1,000 bushels","2021/22","Apr",509.313040127453
"Hard red spring","Import estimates","1,000 bushels","2021/22","Apr",4120.29969163816
"All Wheat","Import estimates","1,000 bushels","2021/22","Apr",9158.7581649622
"Soft red winter","Import estimates","1,000 bushels","2021/22","Apr",364.162667847825
"Soft red winter","Import estimates","1,000 bushels","2021/22","Aug",434.0494332678
"Hard red spring","Import estimates","1,000 bushels","2021/22","Aug",4551.79084765101
"All Wheat","Import estimates","1,000 bushels","2021/22","Aug",10252.7202913561
"White","Import estimates","1,000 bushels","2021/22","Aug",411.634253328885
"Durum","Import estimates","1,000 bushels","2021/22","Aug",4320.99761896667
"Hard red winter","Import estimates","1,000 bushels","2021/22","Aug",534.248138141733
"Hard red winter","Import estimates","1,000 bushels","2021/22","Dec",935.80733108075
"Durum","Import estimates","1,000 bushels","2021/22","Dec",2719.96513742566
"White","Import estimates","1,000 bushels","2021/22","Dec",444.441928998464
"Hard red spring","Import estimates","1,000 bushels","2021/22","Dec",4706.67465504517
"All Wheat","Import estimates","1,000 bushels","2021/22","Dec",8887.97063128012
"Soft red winter","Import estimates","1,000 bushels","2021/22","Dec",81.081578730075
"Soft red winter","Import estimates","1,000 bushels","2021/22","Feb",117.16487502405
"All Wheat","Import estimates","1,000 bushels","2021/22","Feb",4873.83289693946
"Hard red spring","Import estimates","1,000 bushels","2021/22","Feb",2368.97927998572
"White","Import estimates","1,000 bushels","2021/22","Feb",412.602101802991
"Durum","Import estimates","1,000 bushels","2021/22","Feb",1957.5025031888
"Hard red winter","Import estimates","1,000 bushels","2021/22","Feb",17.5841369379005
"Hard red winter","Import estimates","1,000 bushels","2021/22","Jan",568.228760348669
"Durum","Import estimates","1,000 bushels","2021/22","Jan",3735.99379699715
"White","Import estimates","1,000 bushels","2021/22","Jan",472.323999614023
"Hard red spring","Import estimates","1,000 bushels","2021/22","Jan",2997.27407709402
"All Wheat","Import estimates","1,000 bushels","2021/22","Jan",7870.89308020986
"Soft red winter","Import estimates","1,000 bushels","2021/22","Jan",97.072446156
"Soft red winter","Import estimates","1,000 bushels","2021/22","Jul",276.1387160679
"Hard red spring","Import estimates","1,000 bushels","2021/22","Jul",2796.94588696852
"All Wheat","Import estimates","1,000 bushels","2021/22","Jul",7817.98970821519
"White","Import estimates","1,000 bushels","2021/22","Jul",404.604973056116
"Durum","Import estimates","1,000 bushels","2021/22","Jul",3701.43488808054
"Hard red winter","Import estimates","1,000 bushels","2021/22","Jul",638.865244042114
"Hard red winter","Import estimates","1,000 bushels","2021/22","Jun",598.745022934999
"Durum","Import estimates","1,000 bushels","2021/22","Jun",3168.25376964323
"White","Import estimates","1,000 bushels","2021/22","Jun",492.464379086265
"All Wheat","Import estimates","1,000 bushels","2021/22","Jun",7076.1246241106
"Hard red spring","Import estimates","1,000 bushels","2021/22","Jun",2642.06217844468
"Soft red winter","Import estimates","1,000 bushels","2021/22","Jun",174.599274001425
"Soft red winter","Import estimates","1,000 bushels","2021/22","Mar",158.842675220775
"Hard red spring","Import estimates","1,000 bushels","2021/22","Mar",3394.36484138888
"All Wheat","Import estimates","1,000 bushels","2021/22","Mar",7685.07022155755
"White","Import estimates","1,000 bushels","2021/22","Mar",547.339884325471
"Durum","Import estimates","1,000 bushels","2021/22","Mar",3554.48312431251
"Hard red winter","Import estimates","1,000 bushels","2021/22","Mar",30.0396963099248
"Hard red winter","Import estimates","1,000 bushels","2021/22","May",38.7148234979003
"Durum","Import estimates","1,000 bushels","2021/22","May",3698.94871938997
"White","Import estimates","1,000 bushels","2021/22","May",516.693850296307
"All Wheat","Import estimates","1,000 bushels","2021/22","May",8379.8085609711
"Hard red spring","Import estimates","1,000 bushels","2021/22","May",4000.84310308203
"Soft red winter","Import estimates","1,000 bushels","2021/22","May",124.6080647049
"Soft red winter","Import estimates","1,000 bushels","2021/22","MY Jun-May",3606.0909092439
"Hard red spring","Import estimates","1,000 bushels","2021/22","MY Jun-May",43455.162210461
"All Wheat","Import estimates","1,000 bushels","2021/22","MY Jun-May",96152.8048695662
"White","Import estimates","1,000 bushels","2021/22","MY Jun-May",5421.76806543422
"Durum","Import estimates","1,000 bushels","2021/22","MY Jun-May",39554.7798698439
"Hard red winter","Import estimates","1,000 bushels","2021/22","MY Jun-May",4115.00381458317
"Hard red winter","Import estimates","1,000 bushels","2021/22","Nov",25.5888637048762
"Durum","Import estimates","1,000 bushels","2021/22","Nov",2222.07126422481
"White","Import estimates","1,000 bushels","2021/22","Nov",448.275701751657
"All Wheat","Import estimates","1,000 bushels","2021/22","Nov",5375.1327761538
"Hard red spring","Import estimates","1,000 bushels","2021/22","Nov",2521.77267911685
"Soft red winter","Import estimates","1,000 bushels","2021/22","Nov",157.4242673556
"Soft red winter","Import estimates","1,000 bushels","2021/22","Oct",251.22003894855
"Hard red spring","Import estimates","1,000 bushels","2021/22","Oct",2577.89584440772
"All Wheat","Import estimates","1,000 bushels","2021/22","Oct",7130.39434142361
"White","Import estimates","1,000 bushels","2021/22","Oct",383.420446635939
"Durum","Import estimates","1,000 bushels","2021/22","Oct",3273.33575397974
"Hard red winter","Import estimates","1,000 bushels","2021/22","Oct",644.522257451661
"Hard red winter","Import estimates","1,000 bushels","2021/22","Q1 Jun-Aug",1771.85840511885
"Durum","Import estimates","1,000 bushels","2021/22","Q1 Jun-Aug",11190.6862766904
"White","Import estimates","1,000 bushels","2021/22","Q1 Jun-Aug",1308.70360547127
"Hard red spring","Import estimates","1,000 bushels","2021/22","Q1 Jun-Aug",9990.79891306421
"All Wheat","Import estimates","1,000 bushels","2021/22","Q1 Jun-Aug",25146.8346236819
"Soft red winter","Import estimates","1,000 bushels","2021/22","Q1 Jun-Aug",884.787423337125
"Soft red winter","Import estimates","1,000 bushels","2021/22","Q2 Sep-Nov",1778.37117822315
"All Wheat","Import estimates","1,000 bushels","2021/22","Q2 Sep-Nov",24149.636689964
"Hard red spring","Import estimates","1,000 bushels","2021/22","Q2 Sep-Nov",11875.9276491628
"White","Import estimates","1,000 bushels","2021/22","Q2 Sep-Nov",1210.34965479825
"Durum","Import estimates","1,000 bushels","2021/22","Q2 Sep-Nov",8577.72222443288
"Hard red winter","Import estimates","1,000 bushels","2021/22","Q2 Sep-Nov",707.26598334693
"Hard red winter","Import estimates","1,000 bushels","2021/22","Q3 Dec-Feb",1521.62022836732
"Durum","Import estimates","1,000 bushels","2021/22","Q3 Dec-Feb",8413.46143761161
"White","Import estimates","1,000 bushels","2021/22","Q3 Dec-Feb",1329.36803041548
"Hard red spring","Import estimates","1,000 bushels","2021/22","Q3 Dec-Feb",10072.9280121249
"All Wheat","Import estimates","1,000 bushels","2021/22","Q3 Dec-Feb",21632.6966084294
"Soft red winter","Import estimates","1,000 bushels","2021/22","Q3 Dec-Feb",295.318899910125
"Soft red winter","Import estimates","1,000 bushels","2021/22","Q4 Mar-May",647.6134077735
"All Wheat","Import estimates","1,000 bushels","2021/22","Q4 Mar-May",25223.6369474909
"Hard red spring","Import estimates","1,000 bushels","2021/22","Q4 Mar-May",11515.5076361091
"White","Import estimates","1,000 bushels","2021/22","Q4 Mar-May",1573.34677474923
"Durum","Import estimates","1,000 bushels","2021/22","Q4 Mar-May",11372.909931109
