Commodity_Desc,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","1991/92","MY Jun-May",265.297687
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","1991/92","MY Jun-May",165.258175
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","1991/92","MY Jun-May",91.562449
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","1991/92","MY Jun-May",414.931125
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","1991/92","MY Jun-May",334.91623
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","1991/92","MY Jun-May",203.568933
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","1991/92","MY Jun-May",122.430639
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","1991/92","MY Jun-May",643.196808
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","1991/92","MY Jun-May",44.005196
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","1991/92","MY Jun-May",295.527855
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","1991/92","MY Jun-May",184.887686
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","1991/92","MY Jun-May",52.009084
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","1991/92","MY Jun-May",138.430686
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","1991/92","MY Jun-May",5421.585866
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","1991/92","MY Jun-May",138.621337
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","1991/92","MY Jun-May",87.614952
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","1991/92","MY Jun-May",80.027854
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","1991/92","MY Jun-May",3232.788841
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","1991/92","MY Jun-May",132.965826
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","1991/92","MY Jun-May",734.253141
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","1991/92","MY Jun-May",126.156623
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","1991/92","MY Jun-May",21.202061
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","1991/92","MY Jun-May",27.254665
"Total wheat grain","Exports, Qty","Kenya","1,000 metric tons ","1991/92","MY Jun-May",64.674883
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","1991/92","MY Jun-May",62.194842
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","1991/92","MY Jun-May",26.132071
"Total wheat grain","Exports, Qty","Mozambique","1,000 metric tons ","1991/92","MY Jun-May",9.967761
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","1991/92","MY Jun-May",602.829559
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","1991/92","MY Jun-May",223.321146
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","1991/92","MY Jun-May",3.045
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","1991/92","MY Jun-May",31.005493
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","1991/92","MY Jun-May",11.966549
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","1991/92","MY Jun-May",17.713752
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","1991/92","MY Jun-May",1.757
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","1991/92","MY Jun-May",16.16303
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","1991/92","MY Jun-May",77.551075
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","1991/92","MY Jun-May",10.5
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","1991/92","MY Jun-May",24.728956
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","1991/92","MY Jun-May",174.653922
"Total wheat grain","Exports, Qty","Guadeloupe","1,000 metric tons ","1991/92","MY Jun-May",3.167153
"Total wheat grain","Exports, Qty","Kuwait","1,000 metric tons ","1991/92","MY Jun-May",28.254597
"Total wheat grain","Exports, Qty","Saudi Arabia","1,000 metric tons ","1991/92","MY Jun-May",160.119225
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","1991/92","MY Jun-May",744.325063
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","1991/92","MY Jun-May",0.441079
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","1991/92","MY Jun-May",1.538263
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","1991/92","MY Jun-May",101.94205
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","1991/92","MY Jun-May",0.057
"Total wheat grain","Exports, Qty","Antigua & Barbuda","1,000 metric tons ","1991/92","MY Jun-May",0.018507
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","1991/92","MY Jun-May",482.249311
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","1991/92","MY Jun-May",15.384513
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","1991/92","MY Jun-May",118.203071
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","1991/92","MY Jun-May",70.348937
"Total wheat grain","Exports, Qty","Finland","1,000 metric tons ","1991/92","MY Jun-May",25.252086
"Total wheat grain","Exports, Qty","Netherlands","1,000 metric tons ","1991/92","MY Jun-May",5.841995
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","1991/92","MY Jun-May",0.142345
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","1991/92","MY Jun-May",2.192245
"Total wheat grain","Exports, Qty","Estonia","1,000 metric tons ","1991/92","MY Jun-May",92.468
"Total wheat grain","Exports, Qty","Poland","1,000 metric tons ","1991/92","MY Jun-May",50.465
"Total wheat grain","Exports, Qty","Former USSR, Begins 1/1989 & Ends 1/1993","1,000 metric tons ","1991/92","MY Jun-May",5393.027778
"Total wheat grain","Exports, Qty","Russian Federation, Begins 2/1992","1,000 metric tons ","1991/92","MY Jun-May",1400.472
"Total wheat grain","Exports, Qty","Ukraine","1,000 metric tons ","1991/92","MY Jun-May",4.536
"Total wheat grain","Exports, Qty","Armenia","1,000 metric tons ","1991/92","MY Jun-May",3
"Total wheat grain","Exports, Qty","Albania","1,000 metric tons ","1991/92","MY Jun-May",39.999991
"Total wheat grain","Exports, Qty","Cyprus","1,000 metric tons ","1991/92","MY Jun-May",32.717101
"Total wheat grain","Exports, Qty","India","1,000 metric tons ","1991/92","MY Jun-May",11.564165
"Total wheat grain","Exports, Qty","Pakistan","1,000 metric tons ","1991/92","MY Jun-May",1270.921023
"Total wheat grain","Exports, Qty","Mongolia","1,000 metric tons ","1991/92","MY Jun-May",30
"Total wheat grain","Exports, Qty","New Zealand, No Islands (=Old Code 6140)","1,000 metric tons ","1991/92","MY Jun-May",34.147586
"Total wheat grain","Exports, Qty","New Caledonia","1,000 metric tons ","1991/92","MY Jun-May",0.423908
"Total wheat grain","Exports, Qty","French Polynesia","1,000 metric tons ","1991/92","MY Jun-May",0.781204
"Total wheat grain","Exports, Qty","Tunisia","1,000 metric tons ","1991/92","MY Jun-May",180.611005
"Total wheat grain","Exports, Qty","Sudan","1,000 metric tons ","1991/92","MY Jun-May",78.110871
"Total wheat grain","Exports, Qty","Cameroon","1,000 metric tons ","1991/92","MY Jun-May",55.635017
"Total wheat grain","Exports, Qty","Senegal","1,000 metric tons ","1991/92","MY Jun-May",25.586499
"Total wheat grain","Exports, Qty","Mali","1,000 metric tons ","1991/92","MY Jun-May",3
"Total wheat grain","Exports, Qty","Sierra Leone","1,000 metric tons ","1991/92","MY Jun-May",29.444644
"Total wheat grain","Exports, Qty","Ivory Coast","1,000 metric tons ","1991/92","MY Jun-May",33.219
"Total wheat grain","Exports, Qty","Ghana","1,000 metric tons ","1991/92","MY Jun-May",73.030001
"Total wheat grain","Exports, Qty","Togo","1,000 metric tons ","1991/92","MY Jun-May",66.789856
"Total wheat grain","Exports, Qty","Gabon","1,000 metric tons ","1991/92","MY Jun-May",11.7
"Total wheat grain","Exports, Qty","Burkina Faso","1,000 metric tons ","1991/92","MY Jun-May",4.493229
"Total wheat grain","Exports, Qty","Benin","1,000 metric tons ","1991/92","MY Jun-May",62.98502
"Total wheat grain","Exports, Qty","Congo (Brazzaville)","1,000 metric tons ","1991/92","MY Jun-May",5
"Total wheat grain","Exports, Qty","Congo (Kinshasa)","1,000 metric tons ","1991/92","MY Jun-May",107.200678
"Total wheat grain","Exports, Qty","Somalia","1,000 metric tons ","1991/92","MY Jun-May",5.875706
"Total wheat grain","Exports, Qty","Ethiopia, United Ends 6/1993 & New Begin","1,000 metric tons ","1991/92","MY Jun-May",215.141042
"Total wheat grain","Exports, Qty","Djibouti","1,000 metric tons ","1991/92","MY Jun-May",6.185
"Total wheat grain","Exports, Qty","Unidentified Country","1,000 metric tons ","1991/92","MY Jun-May",844.014234
"Total wheat grain","Exports, Qty","World","1,000 metric tons ","1991/92","MY Jun-May",33438.009714
"Total wheat grain","Exports, Qty","Mexico","1,000 metric tons ","1992/93","MY Jun-May",670.346412
"Total wheat grain","Exports, Qty","Philippines","1,000 metric tons ","1992/93","MY Jun-May",1576.026
"Total wheat grain","Exports, Qty","South Korea","1,000 metric tons ","1992/93","MY Jun-May",1408.484876
"Total wheat grain","Exports, Qty","Japan","1,000 metric tons ","1992/93","MY Jun-May",3481.529
"Total wheat grain","Exports, Qty","Taiwan","1,000 metric tons ","1992/93","MY Jun-May",793.888
"Total wheat grain","Exports, Qty","Thailand","1,000 metric tons ","1992/93","MY Jun-May",225.517
"Total wheat grain","Exports, Qty","Indonesia","1,000 metric tons ","1992/93","MY Jun-May",5.743
"Total wheat grain","Exports, Qty","Nigeria","1,000 metric tons ","1992/93","MY Jun-May",676.527
"Total wheat grain","Exports, Qty","Colombia","1,000 metric tons ","1992/93","MY Jun-May",242.586893
"Total wheat grain","Exports, Qty","Ecuador","1,000 metric tons ","1992/93","MY Jun-May",142.368
"Total wheat grain","Exports, Qty","Dominican Republic","1,000 metric tons ","1992/93","MY Jun-May",215.185
"Total wheat grain","Exports, Qty","Italy","1,000 metric tons ","1992/93","MY Jun-May",324.941
"Total wheat grain","Exports, Qty","Venezuela","1,000 metric tons ","1992/93","MY Jun-May",802.456
"Total wheat grain","Exports, Qty","Guatemala","1,000 metric tons ","1992/93","MY Jun-May",198.87
"Total wheat grain","Exports, Qty","Chile","1,000 metric tons ","1992/93","MY Jun-May",30.898
"Total wheat grain","Exports, Qty","Honduras","1,000 metric tons ","1992/93","MY Jun-May",122.231
"Total wheat grain","Exports, Qty","Brazil","1,000 metric tons ","1992/93","MY Jun-May",150.575
"Total wheat grain","Exports, Qty","Nicaragua","1,000 metric tons ","1992/93","MY Jun-May",69.41
"Total wheat grain","Exports, Qty","Yemen (Sana), Ends 9/1990 & United Begin","1,000 metric tons ","1992/93","MY Jun-May",651.736
"Total wheat grain","Exports, Qty","Peru","1,000 metric tons ","1992/93","MY Jun-May",231.202
"Total wheat grain","Exports, Qty","Haiti","1,000 metric tons ","1992/93","MY Jun-May",7.278
"Total wheat grain","Exports, Qty","Jamaica","1,000 metric tons ","1992/93","MY Jun-May",134.938
"Total wheat grain","Exports, Qty","China","1,000 metric tons ","1992/93","MY Jun-May",2257.801
"Total wheat grain","Exports, Qty","El Salvador","1,000 metric tons ","1992/93","MY Jun-May",157.686
"Total wheat grain","Exports, Qty","Panama","1,000 metric tons ","1992/93","MY Jun-May",100.357
"Total wheat grain","Exports, Qty","Malaysia","1,000 metric tons ","1992/93","MY Jun-May",71.359
"Total wheat grain","Exports, Qty","Egypt","1,000 metric tons ","1992/93","MY Jun-May",3218.428
"Total wheat grain","Exports, Qty","Trinidad And Tobago","1,000 metric tons ","1992/93","MY Jun-May",119.114
"Total wheat grain","Exports, Qty","Algeria","1,000 metric tons ","1992/93","MY Jun-May",873.548
"Total wheat grain","Exports, Qty","Costa Rica","1,000 metric tons ","1992/93","MY Jun-May",147.211
"Total wheat grain","Exports, Qty","Canada","1,000 metric tons ","1992/93","MY Jun-May",27.563
"Total wheat grain","Exports, Qty","Spain","1,000 metric tons ","1992/93","MY Jun-May",29.767
"Total wheat grain","Exports, Qty","Guyana","1,000 metric tons ","1992/93","MY Jun-May",44.309
"Total wheat grain","Exports, Qty","Singapore","1,000 metric tons ","1992/93","MY Jun-May",17.709
"Total wheat grain","Exports, Qty","Sri Lanka","1,000 metric tons ","1992/93","MY Jun-May",802.045
"Total wheat grain","Exports, Qty","Morocco","1,000 metric tons ","1992/93","MY Jun-May",1734.287
"Total wheat grain","Exports, Qty","Mauritania","1,000 metric tons ","1992/93","MY Jun-May",3.415
"Total wheat grain","Exports, Qty","St. Vincent And The Grenadines","1,000 metric tons ","1992/93","MY Jun-May",35.086
"Total wheat grain","Exports, Qty","Grenada","1,000 metric tons ","1992/93","MY Jun-May",8.985
"Total wheat grain","Exports, Qty","Barbados","1,000 metric tons ","1992/93","MY Jun-May",21.658
"Total wheat grain","Exports, Qty","Republic Of South Africa","1,000 metric tons ","1992/93","MY Jun-May",531.241
"Total wheat grain","Exports, Qty","Belize","1,000 metric tons ","1992/93","MY Jun-May",15.366
"Total wheat grain","Exports, Qty","Belgium","1,000 metric tons ","1992/93","MY Jun-May",89.838979
"Total wheat grain","Exports, Qty","Malta And Gozo","1,000 metric tons ","1992/93","MY Jun-May",32.478
"Total wheat grain","Exports, Qty","Suriname","1,000 metric tons ","1992/93","MY Jun-May",23.719
"Total wheat grain","Exports, Qty","Hong Kong","1,000 metric tons ","1992/93","MY Jun-May",130.48
"Total wheat grain","Exports, Qty","Guadeloupe","1,000 metric tons ","1992/93","MY Jun-May",0.612
"Total wheat grain","Exports, Qty","Kuwait","1,000 metric tons ","1992/93","MY Jun-May",72.521
"Total wheat grain","Exports, Qty","Saudi Arabia","1,000 metric tons ","1992/93","MY Jun-May",124.444755
"Total wheat grain","Exports, Qty","Bangladesh","1,000 metric tons ","1992/93","MY Jun-May",579.642
"Total wheat grain","Exports, Qty","Greece","1,000 metric tons ","1992/93","MY Jun-May",0.544216
"Total wheat grain","Exports, Qty","Iceland","1,000 metric tons ","1992/93","MY Jun-May",0.5
"Total wheat grain","Exports, Qty","United Kingdom","1,000 metric tons ","1992/93","MY Jun-May",4.1
"Total wheat grain","Exports, Qty","Jordan","1,000 metric tons ","1992/93","MY Jun-May",437.335
"Total wheat grain","Exports, Qty","France","1,000 metric tons ","1992/93","MY Jun-May",2.185657
"Total wheat grain","Exports, Qty","Israel","1,000 metric tons ","1992/93","MY Jun-May",556.128
"Total wheat grain","Exports, Qty","Argentina","1,000 metric tons ","1992/93","MY Jun-May",14
"Total wheat grain","Exports, Qty","Netherlands Antilles","1,000 metric tons ","1992/93","MY Jun-May",12.333
"Total wheat grain","Exports, Qty","Bolivia","1,000 metric tons ","1992/93","MY Jun-May",153.841
"Total wheat grain","Exports, Qty","Norway","1,000 metric tons ","1992/93","MY Jun-May",126.317
"Total wheat grain","Exports, Qty","Finland","1,000 metric tons ","1992/93","MY Jun-May",18.333
"Total wheat grain","Exports, Qty","Ireland","1,000 metric tons ","1992/93","MY Jun-May",0.033
"Total wheat grain","Exports, Qty","Germany, Fed. Republic; United, Begins 1","1,000 metric tons ","1992/93","MY Jun-May",0.089
"Total wheat grain","Exports, Qty","Austria","1,000 metric tons ","1992/93","MY Jun-May",0.211877
"Total wheat grain","Exports, Qty","Switzerland","1,000 metric tons ","1992/93","MY Jun-May",0.615
"Total wheat grain","Exports, Qty","Estonia","1,000 metric tons ","1992/93","MY Jun-May",32.639
"Total wheat grain","Exports, Qty","Latvia","1,000 metric tons ","1992/93","MY Jun-May",57.763
"Total wheat grain","Exports, Qty","Poland","1,000 metric tons ","1992/93","MY Jun-May",198.191
"Total wheat grain","Exports, Qty","Former USSR, Begins 1/1989 & Ends 1/1993","1,000 metric tons ","1992/93","MY Jun-May",81.982
"Total wheat grain","Exports, Qty","Russian Federation, Begins 2/1992","1,000 metric tons ","1992/93","MY Jun-May",2959.29
"Total wheat grain","Exports, Qty","Belarus","1,000 metric tons ","1992/93","MY Jun-May",49.998
"Total wheat grain","Exports, Qty","Ukraine","1,000 metric tons ","1992/93","MY Jun-May",637.054
"Total wheat grain","Exports, Qty","Armenia","1,000 metric tons ","1992/93","MY Jun-May",136.736
"Total wheat grain","Exports, Qty","Georgia","1,000 metric tons ","1992/93","MY Jun-May",135.871
"Total wheat grain","Exports, Qty","Kyrgyzstan","1,000 metric tons ","1992/93","MY Jun-May",100
"Total wheat grain","Exports, Qty","Moldova","1,000 metric tons ","1992/93","MY Jun-May",96.406
"Total wheat grain","Exports, Qty","Tajikistan","1,000 metric tons ","1992/93","MY Jun-May",58.084
"Total wheat grain","Exports, Qty","Turkmenistan","1,000 metric tons ","1992/93","MY Jun-May",64.999
"Total wheat grain","Exports, Qty","Uzbekistan","1,000 metric tons ","1992/93","MY Jun-May",613.888
"Total wheat grain","Exports, Qty","Croatia","1,000 metric tons ","1992/93","MY Jun-May",0.598
"Total wheat grain","Exports, Qty","Slovenia","1,000 metric tons ","1992/93","MY Jun-May",52.498
"Total wheat grain","Exports, Qty","Macedonia (Skopje)","1,000 metric tons ","1992/93","MY Jun-May",10
"Total wheat grain","Exports, Qty","Serbia and Montenegro","1,000 metric tons ","1992/93","MY Jun-May",9.998
"Total wheat grain","Exports, Qty","Albania","1,000 metric tons ","1992/93","MY Jun-May",6
"Total wheat grain","Exports, Qty","Romania","1,000 metric tons ","1992/93","MY Jun-May",170.458
"Total wheat grain","Exports, Qty","Turkey","1,000 metric tons ","1992/93","MY Jun-May",21.372
