Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",2578.5295288263
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",39.7610389952585
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",3810.17921898774
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",1689.7796894561
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",697.213540235338
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",952.8051102255
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Jun",320.888995661853
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",769.182597536131
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",1980.1215571389
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",789.113920982469
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",2843.22464511568
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",10047.5731280954
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",73.9891669943076
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",8242.7484661284
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Mar",1035.64206443087
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",1085.05265927089
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",13020.2951477004
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",73.150649413605
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",14982.3889908903
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",3016.12954284511
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",826.663137872608
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",2116.3157555589
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","May",877.041183918996
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",6485.95177115923
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",21535.8834805107
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",8433.08919172433
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",30606.0007374016
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",108859.524273421
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",637.028065166554
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",91287.1466594241
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","MY Jun-May",11086.4258428374
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",925.335686322976
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",9530.0430517194
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",61.1846056909215
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",10812.4864331974
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",3486.02382851766
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",707.93383839294
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",2716.9053844338
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Nov",357.107695154981
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",532.637475722499
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",1980.1043243436
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",688.201524905415
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",2713.01506689915
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",10975.741609099
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",44.7092176501347
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",9543.7540368618
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Oct",899.350096514678
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",2605.84380842569
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",10831.2536522988
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",124.304149616007
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",14594.9549899225
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",5689.02208515328
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",1994.91852157748
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",3569.7994139598
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q1 Jun-Aug",1157.85752919804
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",1400.50936758413
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",6332.3445156006
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",1945.93317632647
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",8431.16289953411
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",30120.7625608772
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",152.885207607029
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",26162.5130570223
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q2 Sep-Nov",2557.74013627073
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",2743.83907340074
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",22471.1431800366
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",162.749889275322
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",26899.7509620777
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",6993.69306682978
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",2069.65966178316
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",4761.2835157713
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q3 Dec-Feb",1684.76870864041
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",2242.81616573665
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",6872.456035179
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",2422.57783203722
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",9492.12268588442
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",37244.0557605433
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",197.088818668195
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",31822.2367700664
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Q4 Mar-May",3179.00282474029
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",733.054353433071
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",7088.7159684411
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",46.9913842659728
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",8332.53451858083
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",2232.12400411729
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",549.797813028119
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",1635.3348068232
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1993/94","Sep",510.764196706655
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",598.573826949574
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",2039.1764359596
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",5770.960745319
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",855.629919773953
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",2960.69720152989
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",7483.85445909916
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",65.8908457963339
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Apr",1114.31988683059
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",1185.21605385165
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",5671.6763651667
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",67.8038644866087
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",7395.40105909155
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",1430.39847367786
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",894.761548395448
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",467.8330607958
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Aug",538.508640073197
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",697.305640069858
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",378.251038347
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",953.37338053678
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",1375.87161562759
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",6709.4314400611
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",44.2471967438138
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",4327.4615260065
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Dec",1684.66427398474
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",963.743307542476
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",53.5960722665889
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",5043.22630304762
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",1591.60921812715
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",730.478074929863
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",807.5350709307
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",3344.330370423
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Feb",735.152625082146
"All wheat flour","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",775.99125126021
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",4108.7611496778
"Durum grain","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",1597.7096989476
"Durum pasta and couscous","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",777.672701003005
"Durum total","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",2490.85512732271
"Total all wheat","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",5899.1602613208
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",115.472727372107
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jan",1014.40786038279
"All wheat products","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",1102.0755103579
"All wheat grain","All Wheat","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",8932.0178391549
"Durum semolina and flour","Durum","Imports, Qty","World","1,000 grain-equivalent bushels","1994/95","Jul",44.6417485338271
